$STARTTIME=45628.8611853472
Start time: 02/12/2024 20:40:06.414

C:\Users\norman\Documents\Business\AlphaX\CAN stuff\kona\turnonlog.csv

    Generated by PEAK-Converter Version 3.0.3.557
    Data imported from C:\Users\norman\Documents\Business\AlphaX\CAN stuff\kona\turnonlog.trc

-------------------------------------------------------------------------------
   Glossary:
     Rx: The frame was received
     Tx: The frame was transmitted
     DT: CAN or J1939 data frame
     FD: CAN FD data frame
     FB: CAN FD data frame with BRS bit set (Bit Rate Switch)
     FE: CAN FD data frame with ESI bit set (Error State Indicator)
     BI: CAN FD data frame with both BRS and ESI bits set
     RR: Remote Request Frame
     ST: Hardware Status change
     ER: Error Frame
     EV: Event. User-defined text, begins directly after 2-digit type indicator
     Reserved column: Destination address of a J1939 message, if any
-------------------------------------------------------------------------------

Number Time (ms) Bus Direction Type ID (hex) Reserved Length D0 D1 D2 D3 D4 D5 D6 D7 D... 
17116 9106.900 1 Rx DT 0520 - 8 00 00 00 00 00 00 00 00
17117 9107.100 1 Rx DT 0541 - 8 03 41 01 80 C0 01 00 1C
17118 9107.400 1 Rx DT 0553 - 8 00 01 91 06 01 00 80 00
17119 9107.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 30 DE
17120 9107.800 1 Rx DT 0164 - 4 00 08 0C 04
17121 9108.000 1 Rx DT 0220 - 8 F7 03 80 80 02 CD 8F 91
17122 9108.300 1 Rx DT 0251 - 8 E8 03 44 83 00 EE E7 7F
17123 9108.500 1 Rx DT 02B0 - 5 49 FF 00 07 E4
17124 9108.700 1 Rx DT 0381 - 8 80 70 3F 00 00 A2 D2 01
17125 9109.000 1 Rx DT 0559 - 8 00 00 00 00 00 40 00 00
17126 9109.200 1 Rx DT 0568 - 8 00 00 00 00 00 00 40 00
17127 9109.500 1 Rx DT 0572 - 8 00 00 00 00 00 00 00 00
17128 9111.400 1 Rx DT 0260 - 8 02 0B 06 30 00 80 57 24
17129 9111.600 1 Rx DT 0329 - 8 4B 81 7E 8C 12 2A 00 10
17130 9112.000 1 Rx DT 04F1 - 4 00 00 62 61
17131 9112.200 1 Rx DT 052A - 8 00 02 00 80 04 00 00 00
17132 9113.100 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
17133 9113.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17134 9113.800 1 Rx DT 0366 - 7 00 0C 0E 00 00 00 00
17135 9114.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17136 9114.300 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
17137 9115.000 1 Rx DT 0495 - 8 00 00 05 1A 80 05 00 00
17138 9115.200 1 Rx DT 0130 - 8 A4 7F 72 80 00 00 0C C9
17139 9115.500 1 Rx DT 0140 - 8 5B 81 00 65 20 00 0B 4C
17140 9115.600 1 Rx DT 0162 - 3 EC 61 0E
17141 9117.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 40 EE
17142 9117.800 1 Rx DT 0164 - 4 00 08 0E 06
17143 9118.100 1 Rx DT 0220 - 8 F7 03 80 80 02 CE 8F A0
17144 9118.300 1 Rx DT 0251 - 8 E8 03 45 84 00 EE E7 7F
17145 9118.400 1 Rx DT 02B0 - 5 49 FF 00 07 F5
17146 9120.200 1 Rx DT 0260 - 8 02 0B 06 30 00 80 57 33
17147 9121.400 1 Rx DT 0329 - 8 4B 81 7E 8C 12 2A 00 10
17148 9123.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17149 9123.700 1 Rx DT 0366 - 7 00 0E 0E 00 00 00 00
17150 9124.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17151 9124.200 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
17152 9124.500 1 Rx DT 0453 - 5 00 80 80 00 00
17153 9124.700 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 00
17154 9125.100 1 Rx DT 0130 - 8 A8 7F 56 80 00 00 0D 1B
17155 9125.300 1 Rx DT 0140 - 8 50 81 00 64 20 00 0C B7
17156 9125.400 1 Rx DT 0162 - 3 EC 65 0E
17157 9125.900 1 Rx DT 0386 - 8 00 80 00 C0 00 40 00 80
17158 9126.200 1 Rx DT 0387 - 8 02 14 00 00 00 22 0C 00
17159 9127.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 50 FE
17160 9127.800 1 Rx DT 0164 - 4 00 08 10 18
17161 9128.000 1 Rx DT 0220 - 8 F7 03 80 80 02 D2 8F B4
17162 9128.300 1 Rx DT 0251 - 8 E7 03 46 83 00 ED E7 7F
17163 9128.500 1 Rx DT 02B0 - 5 4A FF 00 07 F6
17164 9128.700 1 Rx DT 0381 - 8 80 68 3F 00 00 A3 CB 01
17165 9131.000 1 Rx DT 0260 - 8 02 0B 06 30 00 80 57 06
17166 9131.300 1 Rx DT 0329 - 8 4B 81 7E 8C 12 2A 00 10
17167 9132.000 1 Rx DT 04F1 - 4 20 00 62 71
17168 9133.000 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 08
17169 9133.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17170 9133.700 1 Rx DT 0366 - 7 00 0E 0E 00 00 00 00
17171 9134.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17172 9134.200 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
17173 9135.000 1 Rx DT 0130 - 8 B1 7F 64 80 00 00 0E F1
17174 9135.300 1 Rx DT 0140 - 8 4A 81 00 65 20 00 0D E6
17175 9135.400 1 Rx DT 0162 - 3 EC 65 0E
17176 9135.700 1 Rx DT 0586 - 3 00 00 00
17177 9137.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 60 0E
17178 9137.800 1 Rx DT 0164 - 4 00 08 12 1A
17179 9138.100 1 Rx DT 0220 - 8 F7 03 80 7C 02 D4 8F C2
17180 9138.300 1 Rx DT 0251 - 8 E7 03 47 84 00 ED E7 7F
17181 9138.500 1 Rx DT 02B0 - 5 49 FF 00 07 D7
17182 9141.700 1 Rx DT 0260 - 8 02 0B 06 30 00 80 57 15
17183 9142.000 1 Rx DT 0329 - 8 4B 81 7E 8C 12 2A 00 10
17184 9142.200 1 Rx DT 050C - 8 10 48 00 E8 08 10 00 18
17185 9143.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17186 9143.700 1 Rx DT 0366 - 7 00 0E 0E 00 00 00 00
17187 9144.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17188 9144.300 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
17189 9144.500 1 Rx DT 0453 - 5 00 80 80 00 00
17190 9144.800 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 04
17191 9145.100 1 Rx DT 0130 - 8 A7 7F 6C 80 00 00 0F F1
17192 9145.300 1 Rx DT 0140 - 8 47 81 00 64 20 00 0E BA
17193 9145.400 1 Rx DT 0162 - 3 EC 65 0E
17194 9145.900 1 Rx DT 0386 - 8 00 C0 00 C0 00 40 00 80
17195 9146.100 1 Rx DT 0387 - 8 02 14 00 00 00 23 0D 00
17196 9147.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 70 1E
17197 9147.800 1 Rx DT 0164 - 4 00 08 14 1C
17198 9148.100 1 Rx DT 0220 - 8 F7 03 80 7C 02 D8 8F D6
17199 9148.300 1 Rx DT 0251 - 8 E7 03 48 85 00 ED E7 7F
17200 9148.500 1 Rx DT 02B0 - 5 49 FF 00 07 28
17201 9148.700 1 Rx DT 0381 - 8 80 68 3F 00 00 A4 CC 01
17202 9151.800 1 Rx DT 0260 - 8 02 0B 06 30 00 80 57 24
17203 9152.100 1 Rx DT 0329 - 8 4B 81 7E 8C 12 2A 00 10
17204 9152.200 1 Rx DT 04F1 - 4 20 00 62 81
17205 9153.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17206 9153.700 1 Rx DT 0366 - 7 00 0C 0E 00 00 00 00
17207 9154.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17208 9154.300 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
17209 9154.500 1 Rx DT 0436 - 4 00 00 00 00
17210 9155.000 1 Rx DT 0130 - 8 A5 7F 54 80 00 00 00 A8
17211 9155.300 1 Rx DT 0140 - 8 45 81 00 65 20 00 0F 80
17212 9155.500 1 Rx DT 0162 - 3 EC 61 0E
17213 9157.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 80 2E
17214 9157.800 1 Rx DT 0164 - 4 00 08 16 1E
17215 9158.000 1 Rx DT 0220 - 8 F7 03 80 7C 02 D3 8F E3
17216 9159.000 1 Rx DT 02B0 - 5 48 FF 00 07 29
17217 9159.200 1 Rx DT 0251 - 8 E6 03 49 84 00 EC E7 7F
17218 9161.100 1 Rx DT 0260 - 8 02 0B 06 30 00 80 57 33
17219 9161.400 1 Rx DT 0329 - 8 4B 81 7E 8C 12 2A 00 10
17220 9163.200 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
17221 9163.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17222 9163.800 1 Rx DT 0366 - 7 00 0C 0E 00 00 00 00
17223 9164.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17224 9164.300 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
17225 9164.500 1 Rx DT 0453 - 5 00 80 80 00 00
17226 9164.800 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 08
17227 9165.000 1 Rx DT 0386 - 8 00 00 00 00 00 40 00 80
17228 9165.300 1 Rx DT 0130 - 8 A2 7F 57 80 00 00 01 85
17229 9165.500 1 Rx DT 0140 - 8 44 81 00 64 20 00 00 FB
17230 9165.700 1 Rx DT 0162 - 3 EC 61 0E
17231 9166.100 1 Rx DT 0387 - 8 02 14 00 00 00 24 0E 00
17232 9167.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 90 3E
17233 9167.800 1 Rx DT 0164 - 4 00 08 18 10
17234 9168.100 1 Rx DT 0220 - 8 F7 03 80 7C 02 D2 8F F0
17235 9168.300 1 Rx DT 0251 - 8 E5 03 4A 84 00 EC E7 7F
17236 9168.500 1 Rx DT 02B0 - 5 48 FF 00 07 1A
17237 9168.700 1 Rx DT 0381 - 8 80 60 3F 00 00 A5 C5 01
17238 9172.100 1 Rx DT 0260 - 8 02 0B 06 30 00 80 57 06
17239 9172.200 1 Rx DT 04F1 - 4 00 00 62 91
17240 9172.500 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
17241 9173.400 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17242 9173.700 1 Rx DT 0366 - 7 00 0C 0E 00 00 00 00
17243 9173.900 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17244 9174.200 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
17245 9175.100 1 Rx DT 0130 - 8 9F 7F 72 80 00 00 02 8C
17246 9175.300 1 Rx DT 0140 - 8 44 81 00 65 20 00 01 7B
17247 9175.400 1 Rx DT 0162 - 3 EC 61 0E
17248 9177.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF A0 4E
17249 9177.800 1 Rx DT 0164 - 4 00 08 1A 12
17250 9178.000 1 Rx DT 0220 - 8 F7 03 80 78 02 D1 8F 0D
17251 9178.300 1 Rx DT 0251 - 8 E5 03 4B 84 00 EB E7 7F
17252 9178.500 1 Rx DT 02B0 - 5 4A FF 00 07 2B
17253 9181.000 1 Rx DT 0260 - 8 02 0B 06 30 00 80 57 15
17254 9181.300 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
17255 9183.600 1 Rx DT 0356 - 7 00 00 00 00 16 00 00
17256 9183.800 1 Rx DT 0366 - 7 00 06 0E 00 00 00 00
17257 9184.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17258 9184.400 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
17259 9184.600 1 Rx DT 0453 - 5 00 80 80 00 00
17260 9184.800 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 4C
17261 9184.900 1 Rx DT 0500 - 1 31
17262 9185.200 1 Rx DT 0130 - 8 A0 7F 61 80 00 00 03 4B
17263 9185.400 1 Rx DT 0140 - 8 44 81 00 65 20 00 02 5C
17264 9185.600 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 CC
17265 9185.800 1 Rx DT 0162 - 3 EC 5D 0E
17266 9186.200 1 Rx DT 0386 - 8 00 40 00 00 00 40 00 80
17267 9186.400 1 Rx DT 0387 - 8 02 14 00 00 00 16 00 00
17268 9187.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF B0 5E
17269 9187.900 1 Rx DT 0164 - 4 00 08 1C 14
17270 9188.100 1 Rx DT 0220 - 8 F7 03 80 78 02 CF 8F 1B
17271 9188.300 1 Rx DT 0251 - 8 E4 03 4C 84 00 EB E7 7F
17272 9188.500 1 Rx DT 02B0 - 5 48 FF 00 07 7C
17273 9188.700 1 Rx DT 0381 - 8 80 58 3F 00 00 A6 BE 01
17274 9188.900 1 Rx DT 0507 - 4 00 00 00 00
17275 9191.100 1 Rx DT 0260 - 8 02 0B 06 30 00 80 57 24
17276 9191.400 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
17277 9192.100 1 Rx DT 04F1 - 4 00 00 62 A1
17278 9193.500 1 Rx DT 0356 - 7 00 00 00 00 16 00 00
17279 9193.700 1 Rx DT 0366 - 7 00 06 0E 00 00 00 00
17280 9194.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17281 9194.300 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
17282 9195.100 1 Rx DT 0130 - 8 A4 7F 55 80 00 00 04 EB
17283 9195.300 1 Rx DT 0140 - 8 40 81 00 65 20 00 03 28
17284 9195.500 1 Rx DT 0162 - 3 EC 5D 0E
17285 9197.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF C0 6E
17286 9197.800 1 Rx DT 0164 - 4 00 08 00 08
17287 9198.100 1 Rx DT 0220 - 8 F7 03 80 78 02 D0 8F 2A
17288 9198.300 1 Rx DT 0251 - 8 E3 03 4D 83 00 EA E7 7F
17289 9198.500 1 Rx DT 02B0 - 5 48 FF 00 07 6D
17290 9200.300 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
17291 9201.400 1 Rx DT 0260 - 8 02 0B 06 30 00 80 57 33
17292 9201.700 1 Rx DT 0593 - 6 00 00 FF FF FF FF
17293 9203.500 1 Rx DT 0356 - 7 00 00 00 00 16 00 00
17294 9203.700 1 Rx DT 0366 - 7 00 06 0E 00 00 00 00
17295 9204.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17296 9204.300 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
17297 9204.500 1 Rx DT 0436 - 4 00 00 00 00
17298 9204.700 1 Rx DT 0453 - 5 00 80 80 00 00
17299 9204.900 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 10
17300 9205.200 1 Rx DT 0130 - 8 A3 7F 6E 80 00 00 05 9E
17301 9205.400 1 Rx DT 0140 - 8 44 81 00 65 20 00 04 12
17302 9205.600 1 Rx DT 0520 - 8 00 00 00 00 00 00 00 00
17303 9205.900 1 Rx DT 0162 - 3 EC 5D 0E
17304 9206.200 1 Rx DT 0386 - 8 00 80 00 00 00 40 00 80
17305 9206.400 1 Rx DT 0387 - 8 02 14 00 00 00 17 01 00
17306 9206.700 1 Rx DT 0541 - 8 03 41 01 80 C0 01 00 1C
17307 9206.900 1 Rx DT 0568 - 8 00 00 00 00 00 00 40 00
17308 9207.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF D0 7E
17309 9207.800 1 Rx DT 0164 - 4 00 08 02 0A
17310 9208.000 1 Rx DT 0220 - 8 F7 03 80 78 02 D2 8F 3C
17311 9208.300 1 Rx DT 0251 - 8 E3 03 4E 84 00 EA E7 7F
17312 9208.500 1 Rx DT 02B0 - 5 49 FF 00 07 4E
17313 9208.700 1 Rx DT 0381 - 8 80 50 3F 00 00 A7 B7 01
17314 9211.300 1 Rx DT 0260 - 8 02 0B 06 30 00 80 55 08
17315 9211.600 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
17316 9212.200 1 Rx DT 04F1 - 4 20 00 62 B1
17317 9213.200 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
17318 9213.500 1 Rx DT 0356 - 7 00 00 00 00 16 00 00
17319 9213.700 1 Rx DT 0366 - 7 00 16 0E 00 00 00 00
17320 9214.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17321 9214.200 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
17322 9215.000 1 Rx DT 0495 - 8 00 00 05 1A 80 05 00 00
17323 9215.300 1 Rx DT 0130 - 8 A5 7F 6D 80 00 00 06 D4
17324 9215.500 1 Rx DT 0140 - 8 4A 81 00 64 20 00 05 93
17325 9215.700 1 Rx DT 0162 - 3 EC 6D 0E
17326 9217.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF E0 8E
17327 9217.800 1 Rx DT 0164 - 4 00 08 04 0C
17328 9218.100 1 Rx DT 0220 - 8 F7 03 80 74 02 D1 8F 49
17329 9218.300 1 Rx DT 0251 - 8 E3 03 4F 95 00 EA F7 7F
17330 9218.500 1 Rx DT 02B0 - 5 49 FF 00 07 5F
17331 9221.100 1 Rx DT 0260 - 8 02 0B 06 30 00 80 55 17
17332 9221.300 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
17333 9223.500 1 Rx DT 0356 - 7 00 00 00 00 16 00 00
17334 9223.800 1 Rx DT 0366 - 7 00 14 0E 00 00 00 00
17335 9224.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17336 9224.300 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
17337 9224.500 1 Rx DT 0453 - 5 00 80 80 00 00
17338 9224.800 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 14
17339 9225.100 1 Rx DT 0130 - 8 A7 7F 57 80 00 00 07 FF
17340 9225.300 1 Rx DT 0140 - 8 4E 81 00 65 20 00 06 40
17341 9225.400 1 Rx DT 0162 - 3 EC 69 0E
17342 9226.000 1 Rx DT 0386 - 8 00 C0 00 00 00 40 00 80
17343 9226.200 1 Rx DT 0387 - 8 02 14 00 00 00 18 02 00
17344 9227.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 00 AE
17345 9227.800 1 Rx DT 0164 - 4 00 08 06 0E
17346 9228.000 1 Rx DT 0220 - 8 F7 03 80 74 02 D2 8F 58
17347 9229.100 1 Rx DT 0381 - 8 80 50 3F 00 00 A8 B8 01
17348 9229.300 1 Rx DT 0251 - 8 E3 03 50 86 00 EA E7 7F
17349 9229.500 1 Rx DT 02B0 - 5 49 FF 00 07 A0
17350 9231.100 1 Rx DT 0260 - 8 02 0B 05 30 00 80 55 27
17351 9231.500 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
17352 9232.300 1 Rx DT 04F1 - 4 00 00 62 C1
17353 9233.000 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 80
17354 9233.500 1 Rx DT 0356 - 7 00 00 00 00 16 00 00
17355 9233.800 1 Rx DT 0366 - 7 00 14 0E 00 00 00 00
17356 9234.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17357 9234.300 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
17358 9235.100 1 Rx DT 0130 - 8 A8 7F 70 80 00 00 08 D2
17359 9235.300 1 Rx DT 0140 - 8 48 81 00 64 20 00 07 13
17360 9235.400 1 Rx DT 0162 - 3 EC 69 0E
17361 9235.900 1 Rx DT 0586 - 3 00 00 00
17362 9237.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 10 BE
17363 9237.800 1 Rx DT 0164 - 4 00 08 08 00
17364 9238.100 1 Rx DT 0220 - 8 F7 03 80 74 02 D3 8F 6B
17365 9238.300 1 Rx DT 0251 - 8 E4 03 51 99 00 EB F7 7F
17366 9238.500 1 Rx DT 02B0 - 5 49 FF 00 07 B1
17367 9241.100 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
17368 9242.300 1 Rx DT 0260 - 8 02 0B 05 30 00 80 55 36
17369 9242.500 1 Rx DT 050C - 8 10 48 00 E8 08 10 00 28
17370 9243.500 1 Rx DT 0356 - 7 00 00 00 00 16 00 00
17371 9243.800 1 Rx DT 0366 - 7 00 14 0E 00 00 00 00
17372 9244.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17373 9244.300 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
17374 9244.500 1 Rx DT 0453 - 5 00 80 80 00 00
17375 9244.700 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 18
17376 9245.100 1 Rx DT 0130 - 8 A7 7F 81 80 00 00 09 6A
17377 9245.300 1 Rx DT 0140 - 8 46 81 00 65 20 00 08 34
17378 9245.500 1 Rx DT 0162 - 3 EC 69 0E
17379 9245.900 1 Rx DT 0386 - 8 00 00 00 40 00 40 00 80
17380 9246.200 1 Rx DT 0387 - 8 02 14 00 00 00 19 03 00
17381 9247.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 20 CE
17382 9247.800 1 Rx DT 0164 - 4 00 08 0A 02
17383 9248.100 1 Rx DT 0220 - 8 F7 03 80 74 02 D4 8F 7A
17384 9248.300 1 Rx DT 0251 - 8 E3 03 52 88 00 EA E7 7F
17385 9248.500 1 Rx DT 02B0 - 5 49 FF 00 07 82
17386 9248.700 1 Rx DT 0381 - 8 80 58 3F 00 00 A9 C1 01
17387 9250.700 1 Rx DT 0260 - 8 02 0B 05 30 00 80 55 09
17388 9251.800 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
17389 9252.300 1 Rx DT 04F1 - 4 20 00 62 D1
17390 9253.400 1 Rx DT 0356 - 7 00 00 00 00 16 00 00
17391 9253.700 1 Rx DT 0366 - 7 00 06 0E 00 00 00 00
17392 9253.900 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17393 9254.200 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
17394 9254.400 1 Rx DT 0436 - 4 00 00 00 00
17395 9255.100 1 Rx DT 0130 - 8 AB 7F 63 80 00 00 0A 5F
17396 9255.300 1 Rx DT 0140 - 8 44 81 00 65 20 00 09 93
17397 9255.400 1 Rx DT 0162 - 3 EC 5D 0E
17398 9257.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 30 DE
17399 9257.800 1 Rx DT 0164 - 4 00 08 0C 04
17400 9258.100 1 Rx DT 0220 - 8 F7 03 80 70 02 D3 8F 87
17401 9258.300 1 Rx DT 0251 - 8 E3 03 53 89 00 EA E7 7F
17402 9258.500 1 Rx DT 02B0 - 5 48 FF 00 07 83
17403 9261.000 1 Rx DT 0260 - 8 02 0B 05 30 00 80 55 18
17404 9261.300 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
17405 9263.200 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
17406 9263.600 1 Rx DT 0356 - 7 00 00 00 00 16 00 00
17407 9263.800 1 Rx DT 0366 - 7 00 06 0E 00 00 00 00
17408 9264.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17409 9264.400 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
17410 9264.600 1 Rx DT 0453 - 5 00 80 80 00 00
17411 9264.900 1 Rx DT 0386 - 8 00 40 00 40 00 40 00 80
17412 9265.100 1 Rx DT 0130 - 8 AC 7F 61 80 00 00 0B 18
17413 9265.300 1 Rx DT 0140 - 8 4B 81 00 65 20 00 0A E8
17414 9265.600 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 5C
17415 9265.700 1 Rx DT 0162 - 3 EC 5D 0E
17416 9266.200 1 Rx DT 0387 - 8 02 14 00 00 00 1A 04 00
17417 9267.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 40 EE
17418 9267.900 1 Rx DT 0164 - 4 00 08 0E 06
17419 9268.100 1 Rx DT 0220 - 8 F7 03 80 70 02 D5 8F 99
17420 9268.300 1 Rx DT 0251 - 8 E3 03 54 9A 00 EA F7 7F
17421 9268.500 1 Rx DT 02B0 - 5 49 FF 00 07 E4
17422 9268.700 1 Rx DT 0381 - 8 80 50 3F 00 00 AA BA 01
17423 9272.000 1 Rx DT 0260 - 8 02 0B 06 30 00 80 55 26
17424 9272.300 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
17425 9272.500 1 Rx DT 04F1 - 4 20 00 62 E1
17426 9273.500 1 Rx DT 0356 - 7 00 00 00 00 16 00 00
17427 9273.800 1 Rx DT 0366 - 7 00 06 0E 00 00 00 00
17428 9274.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17429 9274.300 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
17430 9275.000 1 Rx DT 0130 - 8 94 7F 77 80 00 00 0C C0
17431 9275.300 1 Rx DT 0140 - 8 4A 81 00 65 20 00 0B A8
17432 9275.500 1 Rx DT 0162 - 3 EC 5D 0E
17433 9277.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 50 FE
17434 9277.800 1 Rx DT 0164 - 4 00 08 10 18
17435 9278.100 1 Rx DT 0220 - 8 F7 03 80 70 02 D6 8F A8
17436 9278.300 1 Rx DT 0251 - 8 E4 03 55 9D 00 EB F7 7F
17437 9278.500 1 Rx DT 02B0 - 5 49 FF 00 07 F5
17438 9281.200 1 Rx DT 0260 - 8 02 0C 06 30 00 80 59 30
17439 9281.500 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
17440 9283.600 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17441 9283.800 1 Rx DT 0366 - 7 00 F8 0D 00 00 00 00
17442 9284.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17443 9284.300 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
17444 9284.500 1 Rx DT 0453 - 5 00 80 80 00 00
17445 9284.800 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 20
17446 9284.900 1 Rx DT 0500 - 1 31
17447 9285.200 1 Rx DT 0130 - 8 92 7F 66 80 00 00 0D 8A
17448 9285.400 1 Rx DT 0140 - 8 4A 81 00 65 20 00 0C FB
17449 9285.600 1 Rx DT 0162 - 3 EC 4D 0E
17450 9285.900 1 Rx DT 0386 - 8 00 80 00 40 00 40 00 80
17451 9286.200 1 Rx DT 0387 - 8 02 14 00 00 00 1B 05 00
17452 9286.600 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 44
17453 9287.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 60 0E
17454 9287.800 1 Rx DT 0164 - 4 00 08 12 1A
17455 9288.100 1 Rx DT 0220 - 8 F7 03 80 70 02 CA 8F BC
17456 9288.300 1 Rx DT 0251 - 8 E3 03 56 8C 00 EA E7 7F
17457 9288.500 1 Rx DT 02B0 - 5 49 FF 00 07 C6
17458 9288.700 1 Rx DT 0381 - 8 80 58 3F 00 00 AB C3 01
17459 9288.900 1 Rx DT 0507 - 4 00 00 00 00
17460 9291.100 1 Rx DT 0260 - 8 02 0C 05 30 00 80 59 04
17461 9291.400 1 Rx DT 0329 - 8 0F 81 7E 8C 12 2A 00 10
17462 9292.400 1 Rx DT 04F1 - 4 00 00 62 F1
17463 9293.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17464 9293.800 1 Rx DT 0366 - 7 00 F2 0D 00 00 00 00
17465 9294.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17466 9294.300 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
